PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0171923308007,COT,CR,Single-Family Neighborhoods,
0171923308007,COT,CR,Single-Family Neighborhoods,ORIG THORNTON BLK 1/2/3/4
0171923318043,COT,MF,Commercial,SHOPPING CENTER OF THORNTON 4
0171923318043,COT,MF,Commercial,SHOPPING CENTER OF THORNTON 4
0171923326001,COT,NS,Single-Family Neighborhoods,ORIG THORNTON BLK 11/12/13
0171923326002,COT,NS,Single-Family Neighborhoods,
0171923326002,COT,NS,Single-Family Neighborhoods,ORIG THORNTON BLK 11/12/13
0171923326003,COT,NS,Single-Family Neighborhoods,
0171923326003,COT,NS,Single-Family Neighborhoods,ORIG THORNTON BLK 11/12/13
0171923414001,COT,SFD,"Parks, Trails, and Open Space",ORIG THORNTON BLK 38/85
0171924101037,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 6
0171924102013,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 6
0171924102013,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 6
0171924107011,COT,CR,"Parks, Trails, and Open Space",
0171924107011,COT,CR,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924107011,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924111028,COT,CR,Single-Family Neighborhoods,
0171924111028,COT,CR,Single-Family Neighborhoods,VILLAGES NORTH FILING 1
0171924111029,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924111029,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924111029,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924111029,COT,SFD,"Parks, Trails, and Open Space",
0171924111029,COT,SFD,"Parks, Trails, and Open Space",THORNTON VALLEY EAST 2ND FLG
0171924111029,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924111029,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924111030,COT,CR,Single-Family Neighborhoods,
0171924111030,COT,CR,Single-Family Neighborhoods,VILLAGES NORTH FILING 1
0171924111037,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924111052,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924111053,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924111054,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924111055,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924112016,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924113029,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924113030,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 2
0171924115061,COT,MF,"Parks, Trails, and Open Space",
0171924115061,COT,MF,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 3
0171924115061,COT,SFA,"Parks, Trails, and Open Space",
0171924115061,COT,SFA,"Parks, Trails, and Open Space",
0171924115061,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 3
0171924115065,COT,CR,Mixed Residential Neighborhoods,VILLAGES NORTH FILING 4
0171924116017,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 3
0171924121058,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 5
0171924121058,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 5
0171924121061,COT,SFA,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 5
0171924216006,COT,SFD,Institutional,
0171924216006,COT,SFD,Institutional,PARKWOOD SUBDIVISION FILING 1
0171924216006,COT,SFD,Institutional,THORNTON COMMUNITY PARK
0171924216006,COT,SFD,"Parks, Trails, and Open Space",
0171924216006,COT,SFD,"Parks, Trails, and Open Space",
0171924216006,COT,SFD,"Parks, Trails, and Open Space",PARKWOOD SUBDIVISION FILING 1
0171924216006,COT,SFD,"Parks, Trails, and Open Space",THORNTON COMMUNITY PARK
0171924223012,COT,SFD,"Parks, Trails, and Open Space",PARKWOOD SUBDIVISION FILING 1
0171924223012,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 5
0171924224039,COT,SFD,"Parks, Trails, and Open Space",PARKWOOD SUBDIVISION FILING 1
0171924226047,COT,SFD,"Parks, Trails, and Open Space",PARKWOOD SUBDIVISION FILING 1
0171924227015,COT,POS,Single-Family Neighborhoods,PARKWOOD SUBDIVISION FILING 1
0171924300001,COT,I,Transit-Oriented Development,
0171924300001,COT,SFA,Transit-Oriented Development,
0171924300001,COT,SFD,Transit-Oriented Development,
0171924300002,COT,BP,Transit-Oriented Development,
0171924300002,COT,I,Transit-Oriented Development,
0171924300004,COT,SFA,Transit-Oriented Development,
0171924300004,COT,SFA,Transit-Oriented Development,THORNTON VALLEY EAST
0171924300009,COT,SFD,"Parks, Trails, and Open Space",
0171924300024,COT,SFD,Community Mixed-Use,YORK PLAZA PUD
0171924300027,COT,BP,Transit-Oriented Development,
0171924305001,COT,SFD,"Parks, Trails, and Open Space",ORIG THORNTON BLK 38/85
0171924309001,COT,POS,Single-Family Neighborhoods,ORIG THORNTON 88A/89D/E/F/G/HJ
0171924315005,COT,POS,Single-Family Neighborhoods,ORIG THORNTON 88A/89D/E/F/G/HJ
0171924315006,COT,POS,Single-Family Neighborhoods,ORIG THORNTON 88A/89D/E/F/G/HJ
0171924315007,COT,POS,Single-Family Neighborhoods,ORIG THORNTON 88A/89D/E/F/G/HJ
0171924317082,COT,POS,Single-Family Neighborhoods,HIGHLAND VALLEY SUB 2ND AMD
0171924317083,COT,POS,Single-Family Neighborhoods,HIGHLAND VALLEY SUB 2ND AMD
0171924319003,COT,SFD,Community Mixed-Use,STOP 2 SHOP
0171924319004,COT,SFD,Community Mixed-Use,STOP 2 SHOP
0171924319005,COT,POS,Mixed Residential Neighborhoods,SKYVIEW CAMPUS
0171924319005,COT,POS,Mixed Residential Neighborhoods,SKYVIEW CAMPUS
0171924320001,COT,SFA,Transit-Oriented Development,WELBY STATION
0171924320002,COT,BP,Transit-Oriented Development,ORIG THORNTON AT 88TH STATION
0171924400005,COT,SFA,Transit-Oriented Development,THORNTON VALLEY EAST
0171924400005,COT,SFD,Transit-Oriented Development,THORNTON VALLEY EAST
0171924400008,COT,SFA,Transit-Oriented Development,
0171924400008,COT,SFD,Transit-Oriented Development,
0171924400010,COT,I,Transit-Oriented Development,
0171924400010,COT,SFA,Transit-Oriented Development,
0171924400010,COT,SFA,Transit-Oriented Development,VILLAGES NORTH FILING 3
0171924400014,COT,CR,Single-Family Neighborhoods,
0171924400014,COT,CR,Single-Family Neighborhoods,
0171924400014,COT,CR,Single-Family Neighborhoods,
0171924400014,COT,MF,Single-Family Neighborhoods,
0171924401005,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 2ND FLG
0171924401006,COT,SFA,"Parks, Trails, and Open Space",THORNTON VALLEY EAST 2ND FLG
0171924401006,COT,SFD,"Parks, Trails, and Open Space",THORNTON VALLEY EAST 2ND FLG
0171924401006,COT,SFD,"Parks, Trails, and Open Space",THORNTON VALLEY EAST 2ND FLG
0171924401006,COT,SFD,"Parks, Trails, and Open Space",VILLAGES NORTH FILING 1
0171924401007,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 2ND FLG
0171924408001,COT,SFD,"Parks, Trails, and Open Space",THORNTON VALLEY EAST 3RD FLG
0171924409006,COT,MF,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924412009,COT,SFA,Transit-Oriented Development,THORNTON VALLEY EAST 3RD FLG
0171924412009,COT,SFD,Transit-Oriented Development,THORNTON VALLEY EAST 3RD FLG
0171924412010,COT,SFA,Transit-Oriented Development,THORNTON VALLEY EAST 3RD FLG
0171924412010,COT,SFD,Transit-Oriented Development,THORNTON VALLEY EAST 3RD FLG
0171924412011,COT,SFD,Transit-Oriented Development,THORNTON VALLEY EAST 3RD FLG
0171924414001,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414002,COT,MF,"Parks, Trails, and Open Space",RESUB THORNTON VALEY E 4TH FLG
0171924414003,COT,MF,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414005,COT,MF,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414006,COT,MF,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414007,COT,MF,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414007,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414008,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414009,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414010,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414011,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414012,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924414013,COT,POS,Single-Family Neighborhoods,THORNTON VALLEY EAST 3RD FLG
0171924415001,COT,POS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415002,COT,POS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415003,COT,POS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415004,COT,POS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415005,COT,POS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415006,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415006,COT,POS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415007,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415007,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415008,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924415009,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924417008,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924417009,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924417009,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924419009,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924419010,COT,MF,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924421007,COT,NS,Single-Family Neighborhoods,RESUB THORNTON VALEY E 4TH FLG
0171924421008,COT,NS,Single-Family Neighborhoods,ELLIES ADD TO TEVE FLG 4
0171924423002,COT,MF,"Parks, Trails, and Open Space",
0171924423002,COT,MF,"Parks, Trails, and Open Space",CATALINA SUBDIVISION F1A1
0171924425001,COT,SFD,Transit-Oriented Development,WELBY STATION
0171924425038,COT,SFA,Transit-Oriented Development,WELBY STATION
0171924425038,COT,SFD,Transit-Oriented Development,WELBY STATION
0171924425039,COT,SFD,Transit-Oriented Development,WELBY STATION
0171925000019,COT,MC,"Parks, Trails, and Open Space",
0171925000055,COT,MC,"Parks, Trails, and Open Space",
0171925100003,COT,I,"Parks, Trails, and Open Space",
0171925100003,COT,I,"Parks, Trails, and Open Space",COLUMBINE WATER TREATMENT A1
0171925100003,COT,MH,"Parks, Trails, and Open Space",
0171925100003,COT,MH,"Parks, Trails, and Open Space",THORNTON MOBILE ESTATES
0171925100012,COT,I,"Parks, Trails, and Open Space",
0171925100013,COT,MC,"Parks, Trails, and Open Space",
0171925100014,COT,I,Employment Center,
0171925100014,COT,I,Employment Center,NEWCASTLE
0171925100014,COT,I,Employment Center,THORNTON MOBILE ESTATES
0171925100014,COT,MH,Employment Center,THORNTON MOBILE ESTATES
0171925111001,COT,I,Institutional,
0171925111001,COT,I,Institutional,COLUMBINE WATER TREATMENT A1
0171925111001,COT,I,Institutional,MUNICIPAL SERVICE CENTER PUD
0171925111001,COT,MH,Institutional,
0171925111003,COT,I,Institutional,COLUMBINE WATER TREATMENT A1
0171925111003,COT,I,Institutional,NEWCASTLE
0171925111003,COT,I,Institutional,THORNTON MOBILE ESTATES
0171925111003,COT,MH,Institutional,
0171925111003,COT,MH,Institutional,THORNTON MOBILE ESTATES
0171925118001,COT,I,Employment Center,
0171925118001,COT,I,Employment Center,
0171925118001,COT,I,Employment Center,NEWCASTLE
0171925118001,COT,I,Employment Center,THORNTON MOBILE ESTATES
0171925118001,COT,MH,Employment Center,THORNTON MOBILE ESTATES
0171925118002,COT,I,Employment Center,NEWCASTLE
0171925118002,COT,I,Employment Center,THORNTON MOBILE ESTATES
0171925118002,COT,MH,Employment Center,THORNTON MOBILE ESTATES
0171925118003,COT,I,Employment Center,NEWCASTLE
0171925118003,COT,I,Employment Center,THORNTON MOBILE ESTATES
0171925118003,COT,MH,Employment Center,THORNTON MOBILE ESTATES
0171925118004,COT,I,Employment Center,NEWCASTLE
0171925118004,COT,I,Employment Center,THORNTON MOBILE ESTATES
0171925118004,COT,MH,Employment Center,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925118005,COT,MH,Mixed Residential Neighborhoods,THORNTON MOBILE ESTATES
0171925200018,COT,I,Employment Center,
0171925200018,COT,I,Employment Center,NEWCASTLE
0171925200018,COT,I,Employment Center,THORNTON MOBILE ESTATES
0171925200018,COT,MH,Employment Center,THORNTON MOBILE ESTATES
0171926218025,COT,CR,"Parks, Trails, and Open Space",
0171926218025,COT,CR,"Parks, Trails, and Open Space",CITY VIEW HEIGHTS 2ND FLG
0171926218030,COT,CR,"Parks, Trails, and Open Space",
0171926218030,COT,CR,"Parks, Trails, and Open Space",CITY VIEW HEIGHTS 2ND FLG
0171926218062,COT,CR,"Parks, Trails, and Open Space",
0171926218062,COT,CR,"Parks, Trails, and Open Space",CITY VIEW HEIGHTS 2ND FLG
0171926218063,COT,CR,"Parks, Trails, and Open Space",WASHINGTON ST SHOPS PUD
0171927100045,COT,RC,Employment Center,KARAS SUBDIVISION
0171927100073,COT,RC,Employment Center,
0171927100079,COT,RC,Employment Center,
0171927100080,COT,BP,Community Mixed-Use,
0171927109016,COT,BP,Community Mixed-Use,SNOWFLAKE SUBDIVISION
0171927111012,COT,RC,"Parks, Trails, and Open Space",VALLEY VIEW / AFW
0171927111012,COT,RC,"Parks, Trails, and Open Space",VALLEY VIEW / AFW
0171927111012,COT,RC,"Parks, Trails, and Open Space",VALLEY VIEW / AFW
0171927114006,COT,BP,Community Mixed-Use,GRANT STREET COMMERCIAL PLAZA
0171927114007,COT,BP,Community Mixed-Use,GRANT ST COMMERCIAL PLAZA A1
0171927114008,COT,RC,Community Mixed-Use,KARAS
0171927114009,COT,BP,Community Mixed-Use,KARAS SUBDIVISION
0171927114009,COT,RC,Community Mixed-Use,KARAS SUBDIVISION
0171927114010,COT,BP,Community Mixed-Use,KARAS SUBDIVISION
0171927114010,COT,RC,Community Mixed-Use,KARAS SUBDIVISION
0171927114087,COT,BP,Mixed-Use Neighborhoods,VILLAGE 88 PUD
0171927114087,COT,RC,Mixed-Use Neighborhoods,VILLAGE 88 PUD
0171927118015,COT,BP,Regional Mixed-Use,AMERICAN FURNITURE WAREHOUSE
0171927118016,COT,BP,Regional Mixed-Use,AMERICAN FURNITURE WAREHOUSE
0171927118018,COT,BP,Regional Mixed-Use,AMERICAN FURNITURE
0171927118018,COT,BP,Regional Mixed-Use,AMERICAN FURNITURE WAREHOUSE
0171927200010,COT,POS,Commercial,
0171927200015,COT,BP,Commercial,LOUIE TRACT
0171927200015,COT,POS,Commercial,LOUIE TRACT
0171927200027,COT,POS,Commercial,
0171927200028,COT,BP,Commercial,
0171927200028,COT,POS,Commercial,
0171927201014,COT,SFA,Employment Center,NORTH STAR HILLS
0171927201015,COT,SFA,"Parks, Trails, and Open Space",NORTH STAR HILLS
0171927203003,COT,SFA,"Parks, Trails, and Open Space",NORTH STAR HILLS
0171927204011,COT,SFA,Employment Center,
0171927204011,COT,SFD,Employment Center,
0171927204016,COT,SFA,"Parks, Trails, and Open Space",NORTH STAR HILLS
0171927204016,COT,SFD,"Parks, Trails, and Open Space",NORTH STAR HILLS
0171927210017,COT,RC,Single-Family Neighborhoods,NORTH STAR HILLS
0171927210018,COT,RC,Single-Family Neighborhoods,NORTH STAR HILLS
0171927210019,COT,RC,Single-Family Neighborhoods,NORTH STAR HILLS
0171927210020,COT,RC,Single-Family Neighborhoods,NORTH STAR HILLS
0171927210021,COT,RC,Single-Family Neighborhoods,NORTH STAR HILLS
0171927210022,COT,RC,Single-Family Neighborhoods,NORTH STAR HILLS
0171927211001,COT,BP,Commercial,LOUIE TRACT
0171927213001,COT,SFD,"Parks, Trails, and Open Space",HURON BUSINESS PARK
0171927213002,COT,SFD,"Parks, Trails, and Open Space",HURON BUSINESS PARK
0171927213003,COT,RC,"Parks, Trails, and Open Space",HURON BUSINESS PARK
0171927213003,COT,SFD,"Parks, Trails, and Open Space",HURON BUSINESS PARK
0171927214001,COT,POS,Commercial,HURON BUSINESS PARK
0171927214002,COT,BP,"Parks, Trails, and Open Space",HURON BUSINESS PARK
0171927214002,COT,RC,"Parks, Trails, and Open Space",HURON BUSINESS PARK
0171927214003,COT,BP,Commercial,HURON BUSINESS PARK
0171927214004,COT,BP,Commercial,HURON BUSINESS PARK
0171927214005,COT,BP,Commercial,HURON BUSINESS PARK
0171927214006,COT,BP,Commercial,HURON BUSINESS PARK
0171927214007,COT,POS,Commercial,PATRICK SUBDIVISION
0171927214008,COT,BP,Commercial,84TH AND FOX SUBDIVISION
0171927218002,COT,CR,Regional Mixed-Use,VALLEY VILLAGE
0171927218003,COT,CR,Regional Mixed-Use,VALLEY VILLAGE
0171927218004,COT,CR,Regional Mixed-Use,SPORTSMANS WAREHOUSE
0171927218005,COT,CR,Regional Mixed-Use,SPORTSMANS WAREHOUSE
0171927218005,COT,CR,Regional Mixed-Use,SPORTSMANS WAREHOUSE
0171927218007,COT,BP,Regional Mixed-Use,ULTIMATE ELECTRONICS
0171927218007,COT,BP,Regional Mixed-Use,ULTIMATE ELECTRONICS
0171927218007,COT,CR,Regional Mixed-Use,ULTIMATE ELECTRONICS
0171927218007,COT,RC,Employment Center,
0171927218007,COT,RC,Employment Center,
0171927218007,COT,RC,Employment Center,ULTIMATE ELECTRONICS
0171927218007,COT,RC,Employment Center,ULTIMATE ELECTRONICS
0171927218007,COT,SFD,Regional Mixed-Use,ULTIMATE ELECTRONICS
0171927220001,COT,SFA,Employment Center,NORTH STAR HILLS
0171927220001,COT,SFA,Employment Center,PINNACLE SUBDIVISION
0171927220001,COT,SFD,Employment Center,PINNACLE SUBDIVISION
0171927220002,COT,BP,Regional Mixed-Use,PINNACLE SUBDIVISION
0171927220002,COT,BP,Single-Family Neighborhoods,PINNACLE SUBDIVISION
0171927220002,COT,RC,Employment Center,PINNACLE SUBDIVISION
0171927220002,COT,SFD,Employment Center,PINNACLE SUBDIVISION
0171927220002,COT,SFD,Regional Mixed-Use,PINNACLE SUBDIVISION
0171927301001,COT,CR,Employment Center,SHERRELWOOD ESTATES
0171927301002,COT,CR,Employment Center,SHERRELWOOD ESTATES
0171927301005,COT,CR,Employment Center,SHERRELWOOD ESTATES A5
0171927301008,COT,CR,Employment Center,SHERRELWOOD ESTATES
0171927301009,COT,CR,Employment Center,SHERRELWOOD ESTATES
0171927314001,COT,SFD,Employment Center,SHERRELWOOD ESTATES
0171927314030,COT,SFD,Employment Center,SHERRELWOOD ESTATES
0171927315005,COT,SFD,Employment Center,SHERRELWOOD ESTATES
0171927315010,COT,NS,Employment Center,
0171927315010,COT,NS,Employment Center,SHERRELWOOD ESTATES
0171927315010,COT,SFD,Employment Center,SHERRELWOOD ESTATES
0171927400003,COT,RC,Employment Center,
0171927400006,COT,RC,Employment Center,
0171927400015,COT,RC,Employment Center,
0171927401009,COT,RC,Employment Center,NORTH VIEW ESTATES
0171927417004,COT,CR,Employment Center,FALK INDUSTRIAL TRACT AMD 1
0171927418001,COT,RC,Employment Center,NORTH VALLEY CONOMART
0171927419001,COT,CR,Employment Center,VILLAGE INN
0171928100008,COT,A,"Parks, Trails, and Open Space",
0171928100008,COT,A,"Parks, Trails, and Open Space",PARKLAND PLACE FILING 5
0171928103004,COT,CR,Mixed Residential Neighborhoods,FOE 3226 SUBDIVISION FLG NO 1
0171928103005,COT,NS,Mixed Residential Neighborhoods,PARKLAND PLACE FILING 3
0171928104004,COT,CR,Mixed Residential Neighborhoods,PARKLAND PLACE FILING 3
0171928104005,COT,CR,Mixed Residential Neighborhoods,PARKLAND PLACE FILING 3
0171928105001,COT,A,Mixed Residential Neighborhoods,
0171928105001,COT,A,Mixed Residential Neighborhoods,PARKLAND PLACE FILING 1
0171928110004,COT,NS,"Parks, Trails, and Open Space",
0171928110004,COT,NS,"Parks, Trails, and Open Space",LEMON TREE F1A1
0171928110005,COT,MF,"Parks, Trails, and Open Space",
0171928110005,COT,MF,"Parks, Trails, and Open Space",LEMON TREE F1A1
0171928110005,COT,NS,"Parks, Trails, and Open Space",
0171928110005,COT,NS,"Parks, Trails, and Open Space",LEMON TREE F1A1
0171936100003,COT,MC,"Parks, Trails, and Open Space",
0171936100008,COT,MC,"Parks, Trails, and Open Space",
0171936100008,COT,MC,"Parks, Trails, and Open Space",
0171936100009,COT,MC,"Parks, Trails, and Open Space",
0171936100009,COT,MC,"Parks, Trails, and Open Space",
0171936100009,COT,MC,"Parks, Trails, and Open Space",
0171936400001,COT,MC,"Parks, Trails, and Open Space",
0172105000042,COT,SFD,Institutional,SKYLAKE RANCH
0172105101045,COT,CR,Single-Family Neighborhoods,MAYFIELD SUBDIVISION AMD 1
0172105111009,COT,POS,Single-Family Neighborhoods,
0172105111009,COT,POS,Single-Family Neighborhoods,MAYFIELD SUBDIVISION AMD 1
0172105202033,COT,NS,Single-Family Neighborhoods,SUNDOWN AT SKYLAKE RANCH
0172105207002,COT,SFD,Commercial,SNYDAL SUBSTATION SUBDIVISION
0172105208015,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105309023,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105312012,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105315012,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105317031,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105321045,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105321046,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172105321047,COT,SFD,"Parks, Trails, and Open Space",SKYLAKE RANCH
0172106101021,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106101021,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106101021,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106101021,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106101021,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106101030,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101031,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101032,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101033,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101034,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101035,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101036,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101037,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101046,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101047,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101048,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106101050,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106103001,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106103002,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106103003,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106103007,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106103033,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106103033,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106103033,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106103033,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106103033,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106103037,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB AMD NO 3
0172106103037,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104002,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104003,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104005,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104011,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104012,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104013,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104014,COT,SFD,"Parks, Trails, and Open Space",HOLLY POINT SUB FINAL PLAT
0172106104015,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106104021,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106105006,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106105007,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106105016,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106105021,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
0172106105022,COT,POS,Single-Family Neighborhoods,HOLLY POINT SUB FINAL PLAT
